celula,arquivo,semente,A,B,C,D,atraso_relativo,E_total,TW,TL,TU,TR,n_com_erro,taxa_omissao,S_UR_maximo,retrabalho_sobre_plano,divida_latente_sobre_plano,p2_ajuda
0000,j6016_1.sm,4,0,0,0,0,3.453125,0.774116104340608,870.0,0.0,177.0,76.86242208598152,10,0.1666666666666666,36.82981568340804,0.2105819783177576,0.1009036046120768,0
0000,j6016_1.sm,5,0,0,0,0,3.15625,0.767485499907486,838.0,0.0,140.0,113.8773059569384,20,0.3333333333333333,33.60878522885502,0.3119926190601052,0.0920788636406986,0
0000,j6016_1.sm,6,0,0,0,0,2.921875,0.830385026408001,822.0,0.0,67.0,100.90224276529624,13,0.2166666666666666,33.26498909499557,0.276444500726839,0.0911369564246454,0
0000,j6016_1.sm,7,0,0,0,0,3.390625,0.79623360548484,836.0,0.0,147.0,66.94312503419843,15,0.25,39.05981281704441,0.1834058220115025,0.1070131858001216,0
0000,j6016_1.sm,8,0,0,0,0,3.75,0.7395378701742581,868.0,0.0,197.0,108.70595206364789,18,0.3,32.91095402926344,0.297824526201775,0.0901669973404477,0
0000,j6016_1.sm,9,0,0,0,0,4.265625,0.7818989091243441,824.0,0.0,117.0,112.8446727375605,16,0.2666666666666666,34.48976266460819,0.3091634869522205,0.0944925004509813,0
0000,j6016_1.sm,10,0,0,0,0,4.640625,0.7946012351611478,881.0,0.0,155.0,72.73223072870033,11,0.1833333333333333,23.23719607623388,0.1992663855580831,0.0636635508937914,0
0000,j6016_1.sm,11,0,0,0,0,4.0625,0.7919496252729424,840.0,0.0,100.0,120.67352416575378,21,0.35,40.42323790598776,0.3306123949746679,0.1107485970027061,0
0000,j6019_1.sm,0,0,0,0,0,3.161290322580645,0.8359462566385195,701.0,0.0,90.0,47.57065503090937,12,0.2,15.43098916029274,0.141579330449135,0.0459255629770617,0
0000,j6019_1.sm,1,0,0,0,0,4.080645161290323,0.811475743967243,726.0,0.0,114.0,54.66629828100766,12,0.2,17.46712692720425,0.1626973163125228,0.0519854968071555,0
0000,j6019_1.sm,2,0,0,0,0,5.161290322580645,0.8033852155872132,693.0,0.0,112.0,57.59989175114451,12,0.2,22.874974940946693,0.1714282492593586,0.0680802825623413,0
0000,j6019_1.sm,3,0,0,0,0,2.8225806451612905,0.8248056486748618,688.0,0.0,73.0,73.1358974751753,15,0.25,30.54107463982116,0.2176663615332598,0.0908960554756582,0
0000,j6019_1.sm,4,0,0,0,0,2.6129032258064515,0.8471862111050893,692.0,0.0,75.0,49.821604187040776,12,0.2,21.83375719331231,0.1482785838900023,0.0649814202181914,0
