configuracao,metrica,numero,ANTES,DEPOIS,delta,CONTROLE_mesmo_ambiente,delta_vs_controle
C4_C1_Di_yaml_arredondado,divida_latente_sobre_plano,variacao_percentual,-72.8245294230041,-74.3019321499554,-1.4774027269513113,-72.8245294230041,-1.4774027269513113
C4_C1_Di_yaml_arredondado,divida_latente_sobre_plano,d_instancia,-6.725609296516638,-6.711995703143389,0.013613593373249522,-6.725609296516638,0.013613593373249522
C4_C1_Di_yaml_arredondado,divida_latente_sobre_plano,favoraveis_instancia,1.0,1.0,0.0,1.0,0.0
C4_C1_Di_yaml_arredondado,divida_latente_sobre_plano,p_instancia,3.0517578125e-05,3.0517578125e-05,0.0,3.0517578125e-05,0.0
C4_C1_Di_yaml_arredondado,atraso_relativo,media_centralizada,3.134532505799728,3.0364988821169905,-0.09803362368273749,3.1345325057997275,-0.09803362368273705
C4_C1_Di_yaml_arredondado,atraso_relativo,media_adaptativa,1.9991332944309277,1.8829456317376732,-0.11618766269325453,1.9991332944309277,-0.11618766269325453
C4_C1_Di_yaml_arredondado,atraso_relativo,variacao_percentual,-36.222282246810536,-37.98958258055018,-1.767300333739641,-36.222282246810536,-1.767300333739641
C4_C1_Di_yaml_arredondado,atraso_relativo,d_instancia,-5.54647837551483,-4.350385951234363,1.1960924242804678,-5.546478375514831,1.1960924242804687
C4_C1_Di_yaml_arredondado,atraso_relativo,favoraveis_instancia,1.0,1.0,0.0,1.0,0.0
C4_C1_Di_yaml_arredondado,atraso_relativo,p_instancia,3.0517578125e-05,3.0517578125e-05,0.0,3.0517578125e-05,0.0
C4_C1_Di_yaml_arredondado,E_total,media_centralizada,0.7839008771073722,0.7346063606675836,-0.04929451643978866,0.7839008771073722,-0.04929451643978866
C4_C1_Di_yaml_arredondado,E_total,media_adaptativa,0.8885319344131772,0.8656262858876684,-0.022905648525508804,0.8885319344131772,-0.022905648525508804
C4_C1_Di_yaml_arredondado,E_total,variacao_percentual,13.347485678533502,17.83539215492481,4.487906476391309,13.347485678533518,4.487906476391293
C4_C1_Di_yaml_arredondado,E_total,d_instancia,3.752444045375827,4.7776375334365895,1.0251934880607623,3.7524440453758268,1.0251934880607627
C4_C1_Di_yaml_arredondado,E_total,favoraveis_instancia,1.0,1.0,0.0,1.0,0.0
C4_C1_Di_yaml_arredondado,E_total,p_instancia,3.0517578125e-05,3.0517578125e-05,0.0,3.0517578125e-05,0.0
C4_C1_Di_yaml_arredondado,retrabalho_sobre_plano,media_centralizada,0.20309877307027,0.19702903133057298,-0.0060697417396970155,0.20309877307027008,-0.006069741739697099
