fonte,modelo,metrica,termo,numero,ANTES,DEPOIS,delta,CONTROLE_mesmo_ambiente,delta_vs_controle
modelo_10_fatorial_decomposicao.csv,legado,E_total,AD,pct_do_contraste,-2.574340729740109,-2.57434072973995,1.5898393712632242e-13,-2.57434072973995,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AD,p_valor,0.820892333984375,0.820892333984375,0.0,0.820892333984375,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AD,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,BC,parcela_media,0.0,3.1398206651645983e-17,3.1398206651645983e-17,3.1398206651645983e-17,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,BC,pct_do_contraste,0.0,3.000849600504223e-14,3.000849600504223e-14,3.000849600504223e-14,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,BC,p_valor,,,,,
modelo_10_fatorial_decomposicao.csv,legado,E_total,BC,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,BD,parcela_media,0.0,2.2738022214047173e-16,2.2738022214047173e-16,2.2738022214047173e-16,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,BD,pct_do_contraste,0.0,2.1731618507486515e-13,2.1731618507486515e-13,2.1731618507486515e-13,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,BD,p_valor,,,,,
modelo_10_fatorial_decomposicao.csv,legado,E_total,BD,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,CD,parcela_media,-0.0024271034235933,-0.002427103423593711,-4.106957829375091e-16,-0.002427103423593711,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,CD,pct_do_contraste,-2.3196778146852663,-2.3196778146855737,-3.0730973321624333e-13,-2.3196778146855737,0.0
