modelo,metrica,termo,parcela,pct_contraste
mvp,divida_latente_sobre_plano,C,-0.06045418860009912,77.69005677470338
mvp,divida_latente_sobre_plano,D,-0.04952368261692278,63.64319500923405
mvp,divida_latente_sobre_plano,AB,6.239337877060731e-05,-0.08018212222016502
mvp,divida_latente_sobre_plano,AC,0.00797586347390844,-10.249832153304489
mvp,divida_latente_sobre_plano,AD,0.011255328720231182,-14.46429350126579
mvp,divida_latente_sobre_plano,BC,9.303824238226224e-18,-1.1956402856897689e-14
mvp,divida_latente_sobre_plano,BD,7.270581732854595e-18,-9.343470166261873e-15
mvp,divida_latente_sobre_plano,CD,0.03569045340100123,-45.86602541935605
mvp,divida_latente_sobre_plano,ABC,-0.00018718178772028938,0.24054848889586977
mvp,divida_latente_sobre_plano,ABD,-0.00021102691849799048,0.2711920159502844
mvp,divida_latente_sobre_plano,ACD,-0.007161732803140713,9.203587724281281
mvp,divida_latente_sobre_plano,BCD,-1.3665962639163946e-17,1.7562214263444462e-14
mvp,divida_latente_sobre_plano,ABCD,0.0001063695792946134,-0.1366962132130292
mvp,S_UR_maximo,A,-5.2401877243159065,19.789563499891727
mvp,S_UR_maximo,B,0.0,-0.0
mvp,S_UR_maximo,C,-20.593755046712015,77.77229455101758
mvp,S_UR_maximo,D,-16.959800894614872,64.04867046882693
mvp,S_UR_maximo,AB,0.004831640189215711,-0.01824668415778857
mvp,S_UR_maximo,AC,2.726383355889513,-10.296183912660682
mvp,S_UR_maximo,AD,3.877085984002969,-14.641811192934568
mvp,S_UR_maximo,BC,3.981746514355147e-15,-1.5037061577138534e-14
mvp,S_UR_maximo,BD,8.46779427680843e-16,-3.197861629409404e-15
mvp,S_UR_maximo,CD,12.227124229763067,-46.17572195804292
mvp,S_UR_maximo,ABC,-0.047413884679272614,0.1790584862605283
mvp,S_UR_maximo,ABD,-0.06020431402423285,0.22736152940122284
mvp,S_UR_maximo,ACD,-2.436274873692229,9.200589530867832
mvp,S_UR_maximo,BCD,-3.792865452490508e-15,1.4323752443125548e-14
mvp,S_UR_maximo,ABCD,0.022659696014221433,-0.08557431846971082
mvp,n_com_erro,A,-2.505208333333334,18.295930011411187
mvp,n_com_erro,B,0.0,-0.0
mvp,n_com_erro,C,-13.161458333333329,96.12019779383792
mvp,n_com_erro,D,-0.08854166666666885,0.6466337010270223
mvp,n_com_erro,AB,0.026041666666654334,-0.1901863826549118
mvp,n_com_erro,AC,1.8281249999999907,-13.351084062381064
mvp,n_com_erro,AD,-0.041666666666663466,0.30429821224797965
mvp,n_com_erro,BC,-4.540638698369297e-16,3.316099772106903e-15
mvp,n_com_erro,BD,1.7983532936981814e-15,-1.3133656614303949e-14
mvp,n_com_erro,CD,-0.09375000000000316,0.6846709775580299
mvp,n_com_erro,ABC,-0.0364583333333269,0.2662609357169557
mvp,n_com_erro,ABD,8.409939411535561e-15,-6.141910867306306e-14
mvp,n_com_erro,ACD,0.4010416666666711,-2.9288702928870616
mvp,n_com_erro,BCD,-2.024422296464934e-15,1.4784674055582627e-14
mvp,n_com_erro,ABCD,-0.020833333333349496,0.15214910612411955
