configuracao,arquivo,metrica,centralizada,adaptativa,diferenca,n_pares,n_pares_censurados
centro_fator_0.5,j6032_1.sm,n_reportadas,3.5,15.25,11.75,4,0
centro_fator_0.5,j6043_1.sm,n_reportadas,3.25,16.25,13.0,4,0
centro_fator_0.5,j6010_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5,j6021_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5,j6032_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5,j6043_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5,j6010_1.sm,taxa_omissao,0.33333333333333337,0.0625,-0.27083333333333337,4,0
centro_fator_0.5,j6021_1.sm,taxa_omissao,0.38333333333333336,0.1,-0.2833333333333333,4,0
centro_fator_0.5,j6032_1.sm,taxa_omissao,0.3583333333333334,0.07916666666666666,-0.2791666666666667,4,0
centro_fator_0.5,j6043_1.sm,taxa_omissao,0.3583333333333333,0.09583333333333333,-0.2625,4,0
centro_fator_0.5,j6010_1.sm,E_plano,323.0,323.0,0.0,4,0
centro_fator_0.5,j6021_1.sm,E_plano,332.0,332.0,0.0,4,0
centro_fator_0.5,j6032_1.sm,E_plano,337.0,337.0,0.0,4,0
centro_fator_0.5,j6043_1.sm,E_plano,334.0,334.0,0.0,4,0
centro_fator_0.5,j6010_1.sm,retrabalho_sobre_plano,0.27704324124451285,0.21351134517021153,-0.0635318960743013,4,0
centro_fator_0.5,j6021_1.sm,retrabalho_sobre_plano,0.37347631703186174,0.28851798595392125,-0.08495833107794049,4,0
centro_fator_0.5,j6032_1.sm,retrabalho_sobre_plano,0.3554228172788278,0.23884648974509776,-0.11657632753373005,4,0
centro_fator_0.5,j6043_1.sm,retrabalho_sobre_plano,0.30390148674469925,0.256363651952192,-0.04753783479250719,4,0
centro_fator_0.5,j6010_1.sm,divida_latente_sobre_plano,0.12837789228058083,0.02525385990943852,-0.1031240323711423,4,0
centro_fator_0.5,j6021_1.sm,divida_latente_sobre_plano,0.1266838856770716,0.0473702908711182,-0.0793135948059534,4,0
centro_fator_0.5,j6032_1.sm,divida_latente_sobre_plano,0.13995812718649206,0.020776284378656792,-0.11918184280783528,4,0
centro_fator_0.5,j6043_1.sm,divida_latente_sobre_plano,0.11454920124282697,0.02259624100157056,-0.09195296024125643,4,0
centro_fator_0.5,j6010_1.sm,retrabalho_sobre_esforco_realizado,0.14002882475846382,0.12306346406677035,-0.01696536069169348,4,0
centro_fator_0.5,j6021_1.sm,retrabalho_sobre_esforco_realizado,0.19705830622967369,0.1754137206761341,-0.02164458555353961,4,0
centro_fator_0.5,j6032_1.sm,retrabalho_sobre_esforco_realizado,0.16556719454701693,0.13394914991162027,-0.031618044635396664,4,0
centro_fator_0.5,j6043_1.sm,retrabalho_sobre_esforco_realizado,0.13504512275287858,0.1328571845651416,-0.0021879381877369895,4,0
centro_fator_0.5,j6010_1.sm,p1_omissao,31.25,19.75,-11.5,4,0
