alpha,beta,mu,CV,E0,construtos_compativeis,E0_compativel
0.75455,45.45632916666666,0.016328406072487804,1.1296193547732503,67.48460007413237,True,False
0.75455,45.45633055555555,0.016328405581730182,1.129619355414606,67.48460062863235,True,False
0.75455,45.45633194444444,0.01632840509097259,1.1296193560559615,67.48460118313213,True,False
0.75455,45.45633333333333,0.016328404600215028,1.129619356697317,67.48460173763202,True,False
0.75455,45.45633472222222,0.016328404109457496,1.1296193573386724,67.48460229213177,True,False
0.75455,45.45633611111111,0.016328403618699996,1.129619357980028,67.48460284663169,True,False
0.75455,45.456337500000004,0.016328403127942523,1.1296193586213834,67.48460340113135,True,False
0.75455,45.45633888888889,0.01632840263718508,1.1296193592627388,67.48460395563119,True,False
0.75455,45.45634027777778,0.016328402146427667,1.1296193599040942,67.48460451013081,True,False
0.75455,45.45634166666667,0.01632840165567028,1.1296193605454496,67.4846050646306,True,False
0.75455,45.45634305555556,0.016328401164912926,1.1296193611868048,67.48460561913022,True,False
0.75455,45.45634444444445,0.0163284006741556,1.12961936182816,67.48460617362991,True,False
0.75455,45.45634583333333,0.016328400183398307,1.1296193624695154,67.4846067281296,True,False
0.75455,45.45634722222222,0.016328399692641042,1.1296193631108706,67.4846072826291,True,False
0.75455,45.45634861111111,0.016328399201883805,1.1296193637522256,67.48460783712878,True,False
0.75455,45.45635,0.016328398711126596,1.1296193643935808,67.48460839162821,True,False
0.754551388888889,45.45625,0.016328463610464812,1.1296182619646147,67.4845275783269,True,False
0.754551388888889,45.45625138888889,0.016328463119704633,1.1296182626059723,67.4845281328287,True,False
0.754551388888889,45.45625277777778,0.01632846262894449,1.12961826324733,67.48452868733071,True,False
0.754551388888889,45.45625416666667,0.016328462138184372,1.1296182638886876,67.48452924183246,True,False
0.754551388888889,45.45625555555555,0.016328461647424287,1.1296182645300452,67.48452979633421,True,False
0.754551388888889,45.45625694444444,0.01632846115666423,1.1296182651714026,67.48453035083611,True,False
0.754551388888889,45.45625833333333,0.0163284606659042,1.1296182658127603,67.48453090533783,True,False
0.754551388888889,45.45625972222222,0.0163284601751442,1.1296182664541177,67.48453145983964,True,False
0.754551388888889,45.45626111111111,0.01632845968438423,1.1296182670954753,67.48453201434128,True,False
0.754551388888889,45.456262499999994,0.016328459193624294,1.1296182677368325,67.48453256884312,True,False
0.754551388888889,45.456263888888884,0.016328458702864385,1.12961826837819,67.48453312334468,True,False
0.754551388888889,45.456265277777774,0.0163284582121045,1.129618269019547,67.48453367784644,True,False
0.754551388888889,45.456266666666664,0.016328457721344652,1.1296182696609045,67.48453423234798,True,False
0.754551388888889,45.456268055555554,0.01632845723058483,1.1296182703022617,67.48453478684968,True,False
0.754551388888889,45.456269444444445,0.016328456739825036,1.1296182709436189,67.48453534135116,True,False
0.754551388888889,45.456270833333335,0.016328456249065273,1.129618271584976,67.48453589585284,True,False
0.754551388888889,45.45627222222222,0.016328455758305542,1.1296182722263333,67.48453645035435,True,False
0.754551388888889,45.45627361111111,0.01632845526754584,1.1296182728676905,67.48453700485577,True,False
0.754551388888889,45.456275,0.016328454776786166,1.1296182735090474,67.48453755935738,True,False
0.754551388888889,45.45627638888889,0.01632845428602652,1.1296182741504044,67.48453811385878,True,False
0.754551388888889,45.45627777777778,0.016328453795266904,1.1296182747917614,67.48453866836036,True,False
0.754551388888889,45.45627916666666,0.016328453304507322,1.1296182754331183,67.48453922286163,True,False
0.754551388888889,45.45628055555555,0.016328452813747764,1.1296182760744753,67.48453977736311,True,False
0.754551388888889,45.45628194444444,0.016328452322988237,1.129618276715832,67.4845403318644,True,False
0.754551388888889,45.45628333333333,0.01632845183222874,1.1296182773571888,67.48454088636586,True,False
0.754551388888889,45.45628472222222,0.016328451341469274,1.1296182779985458,67.48454144086709,True,False
0.754551388888889,45.45628611111111,0.016328450850709834,1.1296182786399025,67.48454199536852,True,False
0.754551388888889,45.4562875,0.016328450359950425,1.1296182792812592,67.48454254986969,True,False
0.754551388888889,45.456288888888885,0.016328449869191047,1.1296182799226158,67.48454310437096,True,False
0.754551388888889,45.456290277777775,0.016328449378431698,1.1296182805639725,67.4845436588723,True,False
0.754551388888889,45.456291666666665,0.01632844888767238,1.1296182812053293,67.48454421337343,True,False
