replica,grupo,bloco,arquivo,semente,concluiu,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total
329,obs,6,j6032_1.sm,10009225,True,0.13333333333333333,1.5217391304347827,0.1979110777313501,0.8537259769935501
329,obs,7,j6010_1.sm,10009226,True,0.06666666666666667,1.576470588235294,0.2565288579883595,0.8306527173214436
329,obs,7,j6032_1.sm,10009227,True,0.11666666666666667,1.6376811594202898,0.19470235313435225,0.8498757929568876
329,obs,8,j6010_1.sm,10009228,True,0.08333333333333333,1.576470588235294,0.2322214840099661,0.8454750445837146
329,obs,8,j6032_1.sm,10009229,True,0.06666666666666667,1.608695652173913,0.17208252573408717,0.8730825892329586
329,obs,9,j6010_1.sm,10009230,True,0.06666666666666667,1.7294117647058824,0.12632768784872572,0.9057099465442666
329,obs,9,j6032_1.sm,10009231,True,0.1,1.6666666666666667,0.2354509776091256,0.8295950123779993
329,sim,0,j6010_1.sm,10009232,True,0.06666666666666667,1.5647058823529412,0.16661132238915538,0.8707822793514263
329,sim,0,j6032_1.sm,10009233,True,0.03333333333333333,1.5797101449275361,0.21438741091435237,0.842551651159439
329,sim,1,j6010_1.sm,10009234,True,0.13333333333333333,1.6705882352941177,0.3104093722579198,0.8148289268316973
329,sim,1,j6032_1.sm,10009235,True,0.08333333333333333,1.6521739130434783,0.1993641800796539,0.8675022808934479
329,sim,2,j6010_1.sm,10009236,True,0.06666666666666667,1.8,0.20846048725439728,0.8695159091018726
329,sim,2,j6032_1.sm,10009237,True,0.11666666666666667,1.6521739130434783,0.1710151226380393,0.8717737939449115
329,sim,3,j6010_1.sm,10009238,True,0.16666666666666666,1.6352941176470588,0.23550374035622304,0.8397564798128956
329,sim,3,j6032_1.sm,10009239,True,0.13333333333333333,1.6231884057971016,0.2125327565981321,0.8375046855017538
330,obs,0,j6010_1.sm,10009240,True,0.05,1.6,0.2129642138787875,0.8599355059964903
