tau_min,p_reporte,p_deteccao,tau_inicial,metrica,media,ic95_inferior,ic95_superior,n_instancias
0.6,0.75,0.12,0.599,taxa_omissao,0.06041666666666667,0.035906224355248,0.08492710897808534,4
0.6,0.75,0.12,0.599,divida_latente_sobre_plano,0.02608391454067036,0.021884229528318457,0.03028359955302226,4
0.6,0.75,0.12,0.599,taxa_falha_efetiva,0.26249999999999996,0.2401797693220204,0.2848202306779795,4
0.6,0.75,0.12,0.599,fracao_porta1,0.490625,0.4383144211965609,0.542935578803439,4
0.6,0.75,0.12,0.599,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.599,mu_rede_medio,0.7657011474149431,0.7117745115285553,0.8196277833013309,4
0.6,0.75,0.12,0.599999,atraso_relativo,2.1296841114401523,1.2973020395381,2.9620661833422046,4
0.6,0.75,0.12,0.599999,taxa_omissao,0.06041666666666667,0.035906224355248,0.08492710897808534,4
0.6,0.75,0.12,0.599999,divida_latente_sobre_plano,0.02608391454067036,0.021884229528318457,0.03028359955302226,4
0.6,0.75,0.12,0.599999,taxa_falha_efetiva,0.26249999999999996,0.2401797693220204,0.2848202306779795,4
0.6,0.75,0.12,0.599999,fracao_porta1,0.490625,0.4383144211965609,0.542935578803439,4
0.6,0.75,0.12,0.599999,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.599999,mu_rede_medio,0.7658778635074525,0.7121272498638485,0.8196284771510565,4
0.6,0.75,0.12,0.6,atraso_relativo,2.1296841114401523,1.2973020395381,2.9620661833422046,4
0.6,0.75,0.12,0.6,taxa_omissao,0.06041666666666667,0.035906224355248,0.08492710897808534,4
0.6,0.75,0.12,0.6,divida_latente_sobre_plano,0.02608391454067036,0.021884229528318457,0.03028359955302226,4
0.6,0.75,0.12,0.6,taxa_falha_efetiva,0.26249999999999996,0.2401797693220204,0.2848202306779795,4
0.6,0.75,0.12,0.6,fracao_porta1,0.490625,0.4383144211965609,0.542935578803439,4
0.6,0.75,0.12,0.6,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.6,mu_rede_medio,0.7658778635074525,0.7121272498638485,0.8196284771510565,4
0.6,0.75,0.12,0.600001,atraso_relativo,1.9546619728491446,1.098629760771217,2.810694184927072,4
0.6,0.75,0.12,0.600001,taxa_omissao,0.06666666666666667,0.03035213271972577,0.10298120061360756,4
0.6,0.75,0.12,0.600001,divida_latente_sobre_plano,0.021011785370635555,0.010418802636473186,0.031604768104797926,4
0.6,0.75,0.12,0.600001,taxa_falha_efetiva,0.26458333333333334,0.20418027982607195,0.3249863868405947,4
0.6,0.75,0.12,0.600001,fracao_porta1,0.42604166666666665,0.3288442112223538,0.5232391221109794,4
0.6,0.75,0.12,0.600001,N_req,103.9375,25.03586989814427,182.83913010185574,4
0.6,0.75,0.12,0.600001,mu_rede_medio,0.8631519984017177,0.7742701589697031,0.9520338378337324,4
0.6,0.75,0.12,0.601,atraso_relativo,1.9620149140256153,1.1152297912190425,2.808800036832188,4
0.6,0.75,0.12,0.601,taxa_omissao,0.06874999999999999,0.030280201896070925,0.10721979810392906,4
0.6,0.75,0.12,0.601,divida_latente_sobre_plano,0.021982010199472234,0.010091156328823379,0.03387286407012109,4
0.6,0.75,0.12,0.601,taxa_falha_efetiva,0.26666666666666666,0.20811124012875165,0.3252220932045817,4
0.6,0.75,0.12,0.601,fracao_porta1,0.42604166666666665,0.3288442112223538,0.5232391221109794,4
0.6,0.75,0.12,0.601,N_req,103.625,24.80823803171141,182.44176196828857,4
0.6,0.75,0.12,0.601,mu_rede_medio,0.8625428946536811,0.7740423508244376,0.9510434384829245,4
0.6,0.75,0.12,0.61,atraso_relativo,1.9422926544123877,1.1311977041463783,2.753387604678397,4
0.6,0.75,0.12,0.61,taxa_omissao,0.06874999999999999,0.037888580462920124,0.09961141953707986,4
0.6,0.75,0.12,0.61,divida_latente_sobre_plano,0.022799426293811195,0.014836031771424354,0.030762820816198036,4
0.6,0.75,0.12,0.61,taxa_falha_efetiva,0.265625,0.21303505697335276,0.3182149430266472,4
0.6,0.75,0.12,0.61,fracao_porta1,0.42500000000000004,0.3253277947591747,0.5246722052408254,4
0.6,0.75,0.12,0.61,N_req,104.375,25.633232121707834,183.11676787829217,4
0.6,0.75,0.12,0.61,mu_rede_medio,0.86275253962752,0.7752084763202356,0.9502966029348043,4
0.6,0.75,0.12,0.62,atraso_relativo,1.867853098841876,1.1871957167901968,2.5485104808935555,4
0.6,0.75,0.12,0.62,taxa_omissao,0.065625,0.05927716591321218,0.07197283408678783,4
0.6,0.75,0.12,0.62,divida_latente_sobre_plano,0.019786161646274426,0.013278642548289978,0.026293680744258877,4
0.6,0.75,0.12,0.62,taxa_falha_efetiva,0.2666666666666667,0.24306998039277225,0.29026335294056116,4
0.6,0.75,0.12,0.62,fracao_porta1,0.4197916666666667,0.3306133775358781,0.5089699557974553,4
0.6,0.75,0.12,0.62,N_req,111.6875,35.85887479791977,187.51612520208022,4
0.6,0.75,0.12,0.62,mu_rede_medio,0.8672334508414418,0.7866100084221245,0.9478568932607591,4
0.6,0.75,0.12,0.65,atraso_relativo,1.946162202803827,1.1393726365853158,2.752951769022338,4
0.6,0.75,0.12,0.65,taxa_omissao,0.07291666666666666,0.0571338801966193,0.08869945313671401,4
0.6,0.75,0.12,0.65,divida_latente_sobre_plano,0.0207710729287737,0.018472175716406847,0.02306997014114055,4
0.6,0.75,0.12,0.65,taxa_falha_efetiva,0.2635416666666667,0.21780681460331522,0.30927651873001816,4
0.6,0.75,0.12,0.65,fracao_porta1,0.4291666666666667,0.3410420674294208,0.5172912659039126,4
0.6,0.75,0.12,0.65,N_req,127.0,43.37306069677598,210.62693930322402,4
0.6,0.75,0.12,0.65,mu_rede_medio,0.8850529966874668,0.8138048911331253,0.9563011022418084,4
0.6,0.75,0.12,0.7,atraso_relativo,1.9948285902843212,1.0655063755606329,2.9241508050080096,4
0.6,0.75,0.12,0.7,taxa_omissao,0.07708333333333334,0.05257289102191467,0.101593775644752,4
0.6,0.75,0.12,0.7,divida_latente_sobre_plano,0.0254651156784304,0.017165618069048844,0.033764613287811954,4
0.6,0.75,0.12,0.7,taxa_falha_efetiva,0.2760416666666667,0.2326073654326153,0.3194759679007181,4
0.6,0.75,0.12,0.7,fracao_porta1,0.4135416666666667,0.32839804456136756,0.49868528877196583,4
0.6,0.75,0.12,0.7,N_req,129.5,46.407140562788356,212.59285943721164,4
0.6,0.75,0.12,0.7,mu_rede_medio,0.8930111324706539,0.824598237676021,0.9614240272652868,4
0.6,0.75,0.12,0.8,atraso_relativo,1.9838293717563302,1.0262500733543427,2.9414086701583178,4
0.6,0.75,0.12,0.8,taxa_omissao,0.05416666666666667,0.03184643598868711,0.07648689734464623,4
0.6,0.75,0.12,0.8,divida_latente_sobre_plano,0.02062488298035564,0.01055953284312076,0.03069023311759052,4
0.6,0.75,0.12,0.8,taxa_falha_efetiva,0.2635416666666667,0.2211315008416578,0.30595183249167557,4
0.6,0.75,0.12,0.8,fracao_porta1,0.43229166666666663,0.3492388464155294,0.5153444869178039,4
0.6,0.75,0.12,0.8,N_req,141.5625,51.469441994048395,231.6555580059516,4
0.6,0.75,0.12,0.8,mu_rede_medio,0.9021703504150165,0.8301979384926714,0.9741427623373615,4
0.6,0.75,0.12,0.9,atraso_relativo,1.840730941181456,1.124030623039268,2.557431259323644,4
0.6,0.75,0.12,0.9,taxa_omissao,0.06145833333333333,0.04779003930776699,0.07512662735889966,4
0.6,0.75,0.12,0.9,divida_latente_sobre_plano,0.017442409170318023,0.010577994627755254,0.02430682371288079,4
0.6,0.75,0.12,0.9,taxa_falha_efetiva,0.271875,0.22810464500388983,0.31564535499611013,4
0.6,0.75,0.12,0.9,fracao_porta1,0.4125,0.3565028264187801,0.46849717358121984,4
0.6,0.75,0.12,0.9,N_req,131.6875,64.61867498163667,198.75632501836333,4
0.6,0.75,0.12,0.9,mu_rede_medio,0.9094514790302461,0.8402268592559439,0.9786760988045484,4
0.6,0.75,0.12,1.0,atraso_relativo,1.8555660250370172,1.0190947083166064,2.6920373417574277,4
0.6,0.75,0.12,1.0,taxa_omissao,0.06458333333333334,0.0446930439253067,0.08447362274135997,4
0.6,0.75,0.12,1.0,divida_latente_sobre_plano,0.022569021852638673,0.012899084530154552,0.032238959175122796,4
0.6,0.75,0.12,1.0,taxa_falha_efetiva,0.26979166666666665,0.23099002189028048,0.30859331144305285,4
0.6,0.75,0.12,1.0,fracao_porta1,0.39479166666666665,0.32249118158985746,0.46709215174347585,4
0.6,0.75,0.12,1.0,N_req,136.0625,51.391599310089106,220.7334006899109,4
0.6,0.75,0.12,1.0,mu_rede_medio,0.9189798996960524,0.8476956406283465,0.9902641587637584,4
